ticker,entry_date,exit_date,return,days_held,allocated,strategy
LIN,2023-07-27,2023-08-25,-0.019698986709518567,20,237.25975625450278,Strategy A (all UP)
HON,2023-07-27,2023-08-25,-0.05677347932961366,20,194.1216187536841,Strategy A (all UP)
KO,2023-07-27,2023-08-25,-0.03582985846887232,20,161.76801562807006,Strategy A (all UP)
MA,2023-07-27,2023-08-25,0.005759567268795826,20,136.88062860836698,Strategy A (all UP)
PM,2023-07-27,2023-08-25,-0.04453523612934153,20,117.32625309288598,Strategy A (all UP)
BAC,2023-07-31,2023-08-29,-0.09365079211350263,20,210.2299745379155,Strategy A (all UP)
UNH,2023-08-02,2023-08-31,-0.02193910296256386,20,182.19931126619343,Strategy A (all UP)
MCD,2023-08-02,2023-08-31,-0.015083619438653346,20,159.42439735791925,Strategy A (all UP)
CVX,2023-08-03,2023-09-01,0.02105314050113321,20,140.6685859040464,Strategy A (all UP)
JPM,2023-08-03,2023-09-01,-0.06692060268208637,20,125.03874302581903,Strategy A (all UP)
AAPL,2023-08-04,2023-09-05,0.034162950847233885,20,111.87677007573281,Strategy A (all UP)
TMO,2023-08-04,2023-09-05,0.015872849699544254,20,100.68909306815952,Strategy A (all UP)
BRK-B,2023-08-07,2023-09-06,0.0006692881963239149,20,91.09965563309672,Strategy A (all UP)
LLY,2023-08-08,2023-09-07,0.08553327515284828,20,82.81786875736064,Strategy A (all UP)
UPS,2023-08-08,2023-09-07,-0.08843847678380393,20,75.61631495237276,Strategy A (all UP)
PFE,2023-08-09,2023-09-08,-0.045388781929555574,20,69.31495537300837,Strategy A (all UP)
HD,2023-08-22,2023-09-21,-0.041503787947168365,20,248.95527648662693,Strategy A (all UP)
WMT,2023-09-01,2023-10-03,-0.014345766312550974,20,1211.9963252741727,Strategy A (all UP)
AVGO,2023-09-06,2023-10-05,-0.04163204487998366,20,1465.520171843017,Strategy A (all UP)
ADBE,2023-09-27,2023-10-26,0.059,20,1558.244571645709,Strategy A (all UP)
NKE,2023-10-06,2023-11-06,0.1041870503918176,20,1766.4190332158564,Strategy A (all UP)
PEP,2023-10-10,2023-11-08,0.01815034190080481,20,1413.1352265726853,Strategy A (all UP)
PG,2023-10-18,2023-11-16,0.01490787754740067,20,1130.5081812581482,Strategy A (all UP)
NFLX,2023-10-20,2023-11-20,0.15292244546189881,20,904.4065450065184,Strategy A (all UP)
TSLA,2023-10-23,2023-11-21,0.0846350729151631,20,602.9376966710123,Strategy A (all UP)
MSFT,2023-10-24,2023-11-22,0.09681225714292016,20,430.6697833364373,Strategy A (all UP)
KO,2023-10-24,2023-11-22,0.043834910749545083,20,323.002337502328,Strategy A (all UP)
DHR,2023-10-24,2023-11-22,0.1343004384944484,20,251.22404027958842,Strategy A (all UP)
TXN,2023-10-25,2023-11-24,0.09441088450091036,20,200.97923222367075,Strategy A (all UP)
GOOGL,2023-10-25,2023-11-24,0.11873723499474866,20,164.43755363754877,Strategy A (all UP)
PM,2023-10-26,2023-11-27,0.05217955619460668,20,299.5051397952994,Strategy A (all UP)
HON,2023-10-26,2023-11-27,0.10200802882964362,20,249.58761649608286,Strategy A (all UP)
BMY,2023-10-26,2023-11-27,-0.047878200218310844,20,211.18952165053165,Strategy A (all UP)
LIN,2023-10-26,2023-11-27,0.12396618492362532,20,181.01958998616996,Strategy A (all UP)
VZ,2023-10-26,2023-11-27,0.08829612676240492,20,156.88364465468064,Strategy A (all UP)
MA,2023-10-26,2023-11-27,0.12044933038086945,20,137.27318907284555,Strategy A (all UP)
CMCSA,2023-10-26,2023-11-27,0.11399996596948052,20,121.12340212309903,Strategy A (all UP)
AMZN,2023-10-27,2023-11-28,0.13205576892086296,20,107.66524633164357,Strategy A (all UP)
BAC,2023-10-31,2023-11-30,0.15070619935105778,20,96.33206250726005,Strategy A (all UP)
JPM,2023-11-01,2023-12-01,0.11128497622466622,20,86.69885625653403,Strategy A (all UP)
UPS,2023-11-01,2023-12-01,0.0826503721627419,20,78.4418223273403,Strategy A (all UP)
MCD,2023-11-02,2023-12-04,0.07052630706051458,20,71.31074757030937,Strategy A (all UP)
TMO,2023-11-03,2023-12-05,0.07841747062245831,20,65.10981299897813,Strategy A (all UP)
UNH,2023-11-06,2023-12-06,0.02527764940036256,20,147.08143078348266,Strategy A (all UP)
NEE,2023-11-07,2023-12-07,0.045438734373076585,20,134.8246448848591,Strategy A (all UP)
PFE,2023-11-08,2023-12-08,-0.061347722652944824,20,189.15628943495042,Strategy A (all UP)
V,2023-11-15,2023-12-15,0.022814310628475554,20,174.02378628015438,Strategy A (all UP)
DIS,2023-11-21,2023-12-21,-0.029241360784005212,20,305.24393511596134,Strategy A (all UP)
HD,2023-11-21,2023-12-21,0.15138854021168435,20,279.80694052296457,Strategy A (all UP)
CRM,2023-11-30,2024-01-02,0.041160211718474636,20,874.6264719718633,Strategy A (all UP)
ACN,2023-12-19,2024-01-22,0.05620908775399692,20,1944.2777451900029,Strategy A (all UP)
COST,2023-12-20,2024-01-23,0.059924447513826924,20,1555.422196152002,Strategy A (all UP)
ADBE,2024-01-17,2024-02-15,0.031543831643227736,20,1550.1599518425512,Strategy A (all UP)
PG,2024-01-23,2024-02-22,0.03492538353059604,20,1980.5667285729783,Strategy A (all UP)
V,2024-01-26,2024-02-27,0.065411588182148,20,1584.4533828583826,Strategy A (all UP)
NFLX,2024-01-26,2024-02-27,0.04039322215706565,20,1267.562706286706,Strategy A (all UP)
TSLA,2024-01-29,2024-02-28,0.02505844616892533,20,1014.0501650293648,Strategy A (all UP)
MSFT,2024-01-30,2024-02-29,0.004985133379062866,20,676.0334433529099,Strategy A (all UP)
GOOGL,2024-01-31,2024-03-01,-0.026963954744189302,20,482.88103096636416,Strategy A (all UP)
CMCSA,2024-01-31,2024-03-01,-0.08829146408121437,20,362.16077322477315,Strategy A (all UP)
AMZN,2024-02-02,2024-03-05,0.03854169123508065,20,281.6806013970458,Strategy A (all UP)
DIS,2024-02-07,2024-03-08,0.02795025711011725,20,225.34448111763663,Strategy A (all UP)
PM,2024-02-08,2024-03-11,0.042932595423938805,20,184.37275727806633,Strategy A (all UP)
PEP,2024-02-09,2024-03-12,-0.009696383798988878,20,153.64396439838862,Strategy A (all UP)
MA,2024-02-13,2024-03-14,0.040168606813319144,20,130.00643141402114,Strategy A (all UP)
UPS,2024-02-20,2024-03-20,0.023865550683697872,20,243.01039333475384,Strategy A (all UP)
TMO,2024-02-22,2024-03-22,0.04223553219946693,20,381.989500091798,Strategy A (all UP)
MCD,2024-02-22,2024-03-22,-0.03648933961523131,20,327.41957150725545,Strategy A (all UP)
BRK-B,2024-02-26,2024-03-26,0.0009305700286367515,20,283.76362863962134,Strategy A (all UP)
LIN,2024-02-28,2024-03-28,0.026285781849558244,20,616.8469331360404,Strategy A (all UP)
CRM,2024-03-06,2024-04-05,-0.0404658810222412,20,917.4149523056752,Strategy A (all UP)
WMT,2024-03-15,2024-04-16,-0.011874922806109741,20,1281.1498040742367,Strategy A (all UP)
ACN,2024-03-21,2024-04-22,-0.08822231659816017,20,1133.6726849484241,Strategy A (all UP)
ADBE,2024-03-27,2024-04-26,-0.07147547410594403,20,1559.9318155493668,Strategy A (all UP)
PG,2024-04-19,2024-05-20,0.05656482759799149,20,1803.8031392595867,Strategy A (all UP)
NFLX,2024-04-22,2024-05-21,0.1432433948167579,20,1649.7740022913129,Strategy A (all UP)
NEE,2024-04-23,2024-05-22,0.15830821865058675,20,1319.81920183305,Strategy A (all UP)
RTX,2024-04-23,2024-05-22,0.04368607108758764,20,1055.8553614664402,Strategy A (all UP)
DHR,2024-04-23,2024-05-22,0.07272597128509725,20,703.9035743109602,Strategy A (all UP)
PEP,2024-04-23,2024-05-22,0.06991976554103345,20,502.7882673649715,Strategy A (all UP)
V,2024-04-24,2024-05-23,0.00918200479870842,20,377.0912005237286,Strategy A (all UP)
TSLA,2024-04-24,2024-05-23,0.14268391654011003,20,293.2931559629,Strategy A (all UP)
TXN,2024-04-24,2024-05-23,0.1579721424390079,20,234.63452477032,Strategy A (all UP)
BMY,2024-04-25,2024-05-24,-0.07418716921874285,20,191.97370208480731,Strategy A (all UP)
MSFT,2024-04-25,2024-05-24,0.037310679875825495,20,159.97808507067273,Strategy A (all UP)
BAC,2024-04-30,2024-05-30,0.039849127561791015,20,267.3494904364525,Strategy A (all UP)
JPM,2024-05-01,2024-05-31,0.031268104203965676,20,226.21879960007522,Strategy A (all UP)
LIN,2024-05-02,2024-06-03,0.0374137173510998,20,193.90182822863588,Strategy A (all UP)
KO,2024-05-02,2024-06-03,0.010614716068010892,20,168.04825113148442,Strategy A (all UP)
CVX,2024-05-02,2024-06-03,0.014316349064707277,20,147.04221974004886,Strategy A (all UP)
TMO,2024-05-03,2024-06-04,-0.009029086318894337,20,129.743135064749,Strategy A (all UP)
UPS,2024-05-03,2024-06-04,-0.05605745977673828,20,115.32723116866578,Strategy A (all UP)
AAPL,2024-05-03,2024-06-04,0.06784556922983631,20,103.1875226245957,Strategy A (all UP)
BRK-B,2024-05-06,2024-06-05,0.00679007073646696,20,92.86877036213613,Strategy A (all UP)
DIS,2024-05-07,2024-06-06,-0.037701592725540974,20,84.02412556574221,Strategy A (all UP)
MCD,2024-05-08,2024-06-07,-0.025962629648615978,20,76.38556869612928,Strategy A (all UP)
PFE,2024-05-08,2024-06-07,0.03466284080877573,20,69.74334533124848,Strategy A (all UP)
UNH,2024-05-09,2024-06-10,-0.03636352707255395,20,63.93139988697777,Strategy A (all UP)
HD,2024-05-21,2024-06-21,0.06667088159244301,20,228.79784266578088,Strategy A (all UP)
CRM,2024-05-30,2024-07-01,0.17717534232809484,20,754.7433820036194,Strategy A (all UP)
COST,2024-06-06,2024-07-09,0.04290083876009365,20,1847.8449846206977,Strategy A (all UP)
WMT,2024-06-07,2024-07-10,0.042310179447624816,20,1877.1576338753996,Strategy A (all UP)
ACN,2024-06-20,2024-07-22,0.08088255256420704,20,1514.0474328395999,Strategy A (all UP)
PEP,2024-07-11,2024-08-09,0.04222267861139062,20,2214.481324311367,Strategy A (all UP)
NFLX,2024-07-19,2024-08-19,0.05305780885819819,20,1771.585059449094,Strategy A (all UP)
CMCSA,2024-07-23,2024-08-21,0.03799777376351652,20,1744.5695383414652,Strategy A (all UP)
NEE,2024-07-24,2024-08-22,0.058715380304831366,20,1395.6556306731723,Strategy A (all UP)
V,2024-07-24,2024-08-22,0.05416765584934677,20,1116.5245045385377,Strategy A (all UP)
GOOGL,2024-07-24,2024-08-22,-0.031489406823389625,20,744.3496696923585,Strategy A (all UP)
RTX,2024-07-25,2024-08-23,0.04255045158843022,20,531.6783354945418,Strategy A (all UP)
NKE,2024-07-25,2024-08-23,0.1565000286665364,20,398.7587516209063,Strategy A (all UP)
VZ,2024-07-25,2024-08-23,0.026318112071349126,20,310.14569570514936,Strategy A (all UP)
KO,2024-07-29,2024-08-27,0.07180371178146522,20,248.1165565641195,Strategy A (all UP)
MSFT,2024-07-30,2024-08-28,-0.012586752462544336,20,203.00445537064323,Strategy A (all UP)
BAC,2024-07-30,2024-08-28,-0.046840452666684435,20,169.170379475536,Strategy A (all UP)
MA,2024-07-31,2024-08-29,0.018357221309694145,20,143.14416724853047,Strategy A (all UP)
LIN,2024-08-02,2024-09-03,0.042943693370312876,20,122.69500049874041,Strategy A (all UP)
JPM,2024-08-02,2024-09-03,0.14458105008704508,20,106.33566709890835,Strategy A (all UP)
AAPL,2024-08-02,2024-09-03,0.14830206695014037,20,93.04370871154481,Strategy A (all UP)
BRK-B,2024-08-05,2024-09-04,0.14854008901332766,20,82.09739003959837,Strategy A (all UP)
PG,2024-08-05,2024-09-04,0.03312756605565879,20,72.97545781297633,Strategy A (all UP)
PFE,2024-08-05,2024-09-04,-0.04943586037674841,20,65.29383067476829,Strategy A (all UP)
MCD,2024-08-08,2024-09-09,0.07267567250329035,20,58.76444760729146,Strategy A (all UP)
UNH,2024-08-09,2024-09-10,0.05748994506604692,20,171.22535810486153,Strategy A (all UP)
HD,2024-08-20,2024-09-19,0.06332241260414533,20,255.94316424508762,Strategy A (all UP)
CRM,2024-08-29,2024-09-30,0.06480224157508409,20,1215.6469994090144,Strategy A (all UP)
WMT,2024-08-30,2024-10-01,0.04232090945673955,20,994.6202722437391,Strategy A (all UP)
ADBE,2024-09-25,2024-10-24,-0.06609001603651767,20,2210.1448474993763,Strategy A (all UP)
NKE,2024-10-07,2024-11-05,-0.044343628407962875,20,2234.3433093322906,Strategy A (all UP)
NFLX,2024-10-18,2024-11-18,0.06395516724222222,20,1787.4746474658325,Strategy A (all UP)
DHR,2024-10-22,2024-11-20,-0.11297950407102963,20,1429.979717972666,Strategy A (all UP)
RTX,2024-10-22,2024-11-20,-0.059522005553571136,20,1143.983774378133,Strategy A (all UP)
NEE,2024-10-23,2024-11-21,-0.08683326653219971,20,762.655849585422,Strategy A (all UP)
KO,2024-10-24,2024-11-22,-0.0431946123116726,20,979.5592645020375,Strategy A (all UP)
TSLA,2024-10-24,2024-11-22,0.3313307032024085,20,699.6851889300268,Strategy A (all UP)
HON,2024-10-24,2024-11-22,0.09355379986160897,20,524.7638916975201,Strategy A (all UP)
VZ,2024-10-25,2024-11-25,0.04459703537370699,20,408.1496935425156,Strategy A (all UP)
BAC,2024-10-29,2024-11-27,0.1454876153217514,20,326.5197548340125,Strategy A (all UP)
JPM,2024-10-30,2024-11-29,0.1109716234245137,20,267.15252668237383,Strategy A (all UP)
GOOGL,2024-10-30,2024-11-29,-0.027742908109056517,20,222.62710556864488,Strategy A (all UP)
MSFT,2024-10-30,2024-11-29,0.012412037995573978,20,188.3767816350072,Strategy A (all UP)
BMY,2024-10-31,2024-12-02,0.06199224046132715,20,161.46581283000617,Strategy A (all UP)
MA,2024-10-31,2024-12-02,0.06392284176224003,20,139.93703778600536,Strategy A (all UP)
CMCSA,2024-10-31,2024-12-02,-0.031214180911965057,20,122.44490806275468,Strategy A (all UP)
LIN,2024-10-31,2024-12-02,0.008813600155347327,20,108.03962476125413,Strategy A (all UP)
TMO,2024-11-01,2024-12-03,-0.048477741741367375,20,96.03522201000368,Strategy A (all UP)
PFE,2024-11-04,2024-12-04,-0.0693020220422143,20,85.92625127210854,Strategy A (all UP)
UNH,2024-11-04,2024-12-04,0.09346865284268337,20,77.33362614489769,Strategy A (all UP)
BRK-B,2024-11-04,2024-12-04,0.06411561924655966,20,69.96851889300267,Strategy A (all UP)
UPS,2024-11-06,2024-12-06,-0.04149867654523714,20,168.3159427498807,Strategy A (all UP)
MCD,2024-11-07,2024-12-09,0.011754004123767241,20,153.01449340898245,Strategy A (all UP)
V,2024-11-13,2024-12-13,0.020112066403430877,20,139.70888528646222,Strategy A (all UP)
DIS,2024-11-14,2024-12-16,0.028484935490335893,20,128.06647817925705,Strategy A (all UP)
HD,2024-11-19,2024-12-19,-0.02361406010982105,20,201.97174523369392,Strategy A (all UP)
CRM,2024-12-04,2025-01-06,-0.0741163348024003,20,2085.232211513243,Strategy A (all UP)
WMT,2024-12-06,2025-01-08,-0.04645436100105316,20,1764.5820185750852,Strategy A (all UP)
COST,2024-12-19,2025-01-23,-0.009110480612983331,20,1889.8317309570712,Strategy A (all UP)
NKE,2025-01-03,2025-02-05,0.0335762647387358,20,1511.865384765657,Strategy A (all UP)
ADBE,2025-01-13,2025-02-12,0.12361632903621854,20,1932.1506940629672,Strategy A (all UP)
MSFT,2025-01-29,2025-02-28,-0.06146911687648035,20,1920.243446372451,Strategy A (all UP)
TSLA,2025-01-30,2025-03-03,-0.253011064550686,20,1536.1947570979607,Strategy A (all UP)
V,2025-01-31,2025-03-04,0.05992903669790432,20,1228.9558056783685,Strategy A (all UP)
CMCSA,2025-01-31,2025-03-04,0.09262709712662745,20,819.3038704522456,Strategy A (all UP)
PEP,2025-02-04,2025-03-06,0.07417952307578363,20,585.2170503230326,Strategy A (all UP)
DIS,2025-02-05,2025-03-07,-0.062494480173138,20,724.847211301725,Strategy A (all UP)
GOOGL,2025-02-05,2025-03-07,-0.09725336377173387,20,543.6354084762937,Strategy A (all UP)
PM,2025-02-06,2025-03-10,0.03927482235872985,20,422.82753992600624,Strategy A (all UP)
AMZN,2025-02-07,2025-03-11,-0.15996772357467975,20,338.262031940805,Strategy A (all UP)
MA,2025-02-12,2025-03-14,-0.07702555662562002,20,521.5354357475057,Strategy A (all UP)
VZ,2025-02-12,2025-03-14,0.06179237414868484,20,426.7108110661411,Strategy A (all UP)
UPS,2025-02-18,2025-03-19,0.02866254781394341,20,355.59234255511757,Strategy A (all UP)
TMO,2025-02-20,2025-03-21,-0.04123973065271031,20,300.8858283158687,Strategy A (all UP)
ABT,2025-02-21,2025-03-24,-0.05513050718593769,20,257.9021385564589,Strategy A (all UP)
BRK-B,2025-02-24,2025-03-25,0.04675911571260138,20,223.51518674893106,Strategy A (all UP)
UNH,2025-02-27,2025-03-28,0.11051799697534237,20,195.57578840531465,Strategy A (all UP)
PFE,2025-02-27,2025-03-28,-0.04052422573767989,20,172.56687212233646,Strategy A (all UP)
COST,2025-03-13,2025-04-11,0.07990286155548418,20,1159.013809086002,Strategy A (all UP)
ACN,2025-03-20,2025-04-21,-0.04901196494220646,20,1510.3338802042558,Strategy A (all UP)
NKE,2025-04-03,2025-05-05,0.09107060745198653,20,2042.1790494291877,Strategy A (all UP)
NFLX,2025-04-18,2025-05-19,0.19117796422586,20,1884.0677053462093,Strategy A (all UP)
RTX,2025-04-22,2025-05-21,0.17892849521000528,20,1794.516054080299,Strategy A (all UP)
TSLA,2025-04-23,2025-05-22,0.3239500754350674,20,1435.6128432642392,Strategy A (all UP)
NEE,2025-04-23,2025-05-22,0.026744564515143333,20,1148.4902746113914,Strategy A (all UP)
PEP,2025-04-24,2025-05-23,-0.04462591066382194,20,765.660183074261,Strategy A (all UP)
CMCSA,2025-04-24,2025-05-23,0.02047972999741901,20,546.9001307673292,Strategy A (all UP)
TXN,2025-04-24,2025-05-23,0.10206573131066532,20,410.1750980754969,Strategy A (all UP)
PG,2025-04-24,2025-05-23,0.029960719720737997,20,319.0250762809421,Strategy A (all UP)
HON,2025-04-29,2025-05-29,0.07276084260998589,20,255.22006102475365,Strategy A (all UP)
MSFT,2025-04-30,2025-05-30,0.0673212449230458,20,208.81641356570753,Strategy A (all UP)
V,2025-04-30,2025-05-30,0.04636999017388376,20,174.01367797142294,Strategy A (all UP)
BAC,2025-04-30,2025-05-30,0.10874381505161863,20,147.24234289889634,Strategy A (all UP)
JPM,2025-05-01,2025-06-02,0.04580407115432035,20,126.20772248476828,Strategy A (all UP)
MA,2025-05-01,2025-06-02,0.04376001385944044,20,109.38002615346585,Strategy A (all UP)
LIN,2025-05-01,2025-06-02,0.024281064712087564,20,95.70752288428261,Strategy A (all UP)
TMO,2025-05-02,2025-06-03,-0.06570172794621582,20,84.44781430966113,Strategy A (all UP)
BRK-B,2025-05-05,2025-06-04,-0.025785612774058903,20,210.54862146711778,Strategy A (all UP)
UPS,2025-05-07,2025-06-06,0.05023249358609294,20,187.1543301929936,Strategy A (all UP)
UNH,2025-05-07,2025-06-06,-0.23887172634005385,20,167.45387438320478,Strategy A (all UP)
DIS,2025-05-07,2025-06-06,0.08931456878532643,20,150.7084869448843,Strategy A (all UP)
CVX,2025-05-08,2025-06-09,0.023204029083817766,20,136.35529771203815,Strategy A (all UP)
MCD,2025-05-12,2025-06-11,-0.03227676412982236,20,123.95936155639833,Strategy A (all UP)
NVDA,2025-05-28,2025-06-27,0.09601801344897125,20,807.5409420792164,Strategy A (all UP)
CRM,2025-05-29,2025-06-30,0.024422328287229525,20,771.9575517883277,Strategy A (all UP)
COST,2025-06-05,2025-07-08,-0.03150078742802751,20,1500.4777551635468,Strategy A (all UP)
WMT,2025-06-06,2025-07-09,-0.0035667131556396383,20,1831.920445637411,Strategy A (all UP)
AVGO,2025-06-11,2025-07-14,0.09726614532799742,20,1883.815974534939,Strategy A (all UP)
PEP,2025-07-17,2025-08-15,0.020400265314821284,20,2911.359879584965,Strategy A (all UP)
NKE,2025-07-17,2025-08-15,0.04621622899081627,20,2329.0879036679717,Strategy A (all UP)
DHR,2025-07-22,2025-08-20,0.057248465491513814,20,1863.2703229343774,Strategy A (all UP)
RTX,2025-07-22,2025-08-20,0.028648113453163027,20,1490.616258347502,Strategy A (all UP)
KO,2025-07-24,2025-08-22,0.02547184750465297,20,1192.4930066780016,Strategy A (all UP)
GOOGL,2025-07-24,2025-08-22,0.05499538426569442,20,794.9953377853344,Strategy A (all UP)
HON,2025-07-24,2025-08-22,-0.025819000543485602,20,567.8538127038103,Strategy A (all UP)
VZ,2025-07-25,2025-08-25,0.032007787185922384,20,425.89035952785775,Strategy A (all UP)
TXN,2025-07-29,2025-08-27,0.07337658138570392,20,331.248057410556,Strategy A (all UP)
MSFT,2025-07-30,2025-08-28,-0.08620141591524286,20,264.99844592844477,Strategy A (all UP)
BMY,2025-07-31,2025-08-29,0.07650514817985317,20,216.8169103050912,Strategy A (all UP)
MA,2025-07-31,2025-08-29,0.04890599598306453,20,180.68075858757598,Strategy A (all UP)
BAC,2025-07-31,2025-08-29,0.0885168379030928,20,152.883718804872,Strategy A (all UP)
LIN,2025-08-01,2025-09-02,0.036641888033908145,20,131.04318754703314,Strategy A (all UP)
AAPL,2025-08-01,2025-09-02,0.12124429404245324,20,113.57076254076205,Strategy A (all UP)
TMO,2025-08-01,2025-09-02,0.062486151223567335,20,99.3744172231668,Strategy A (all UP)
BRK-B,2025-08-04,2025-09-03,0.08356357180485885,20,87.68330931455894,Strategy A (all UP)
PFE,2025-08-05,2025-09-04,0.003051881523236351,20,77.94071939071905,Strategy A (all UP)
JPM,2025-08-05,2025-09-04,0.025342837941390344,20,69.73643313906442,Strategy A (all UP)
DIS,2025-08-06,2025-09-05,0.026300228234104814,20,62.762789825157974,Strategy A (all UP)
MCD,2025-08-06,2025-09-05,0.03138387631198592,20,56.785381270381016,Strategy A (all UP)
LLY,2025-08-07,2025-09-08,0.11550797394747037,20,51.62307388216456,Strategy A (all UP)
UNH,2025-08-11,2025-09-10,0.35936525007334097,20,47.13411093588938,Strategy A (all UP)
NVDA,2025-08-27,2025-09-26,-0.015599943239909035,20,890.5029718539021,Strategy A (all UP)
WMT,2025-08-29,2025-09-30,0.058343803761671524,20,1108.2112469988504,Strategy A (all UP)
NKE,2025-10-01,2025-10-30,-0.1319333785821563,20,3019.5809922010803,Strategy A (all UP)
ACN,2025-10-10,2025-11-10,0.020095655783684864,20,2415.6647937608645,Strategy A (all UP)
NFLX,2025-10-22,2025-11-20,-0.015996915474245033,20,1932.5318350086914,Strategy A (all UP)
TSLA,2025-10-23,2025-11-21,-0.10061278469579246,20,1546.0254680069531,Strategy A (all UP)
TXN,2025-10-23,2025-11-21,-0.11145689375913635,20,1236.8203744055625,Strategy A (all UP)
HON,2025-10-23,2025-11-21,-0.09143180904963334,20,824.5469162703749,Strategy A (all UP)
PM,2025-10-24,2025-11-24,-0.019043878456601274,20,588.9620830502679,Strategy A (all UP)
PG,2025-10-24,2025-11-24,-0.01095972891469561,20,441.72156228770086,Strategy A (all UP)
NEE,2025-10-28,2025-11-26,0.029339309365043746,20,343.5612151126562,Strategy A (all UP)
UNH,2025-10-28,2025-11-26,-0.10446441109765582,20,274.84897209012496,Strategy A (all UP)
CMCSA,2025-10-30,2025-12-01,-0.009604547182011869,20,509.4838218808656,Strategy A (all UP)
GOOGL,2025-10-30,2025-12-01,0.1207824828593009,20,416.85039972070825,Strategy A (all UP)
BMY,2025-10-30,2025-12-01,0.08169184562548952,20,347.37533310059024,Strategy A (all UP)
LIN,2025-10-31,2025-12-02,-0.034747751326921324,20,293.9329741620379,Strategy A (all UP)
TMO,2025-10-31,2025-12-02,0.03143091797793119,20,251.94254928174678,Strategy A (all UP)
BRK-B,2025-11-03,2025-12-03,0.06633961937680731,20,218.35020937751386,Strategy A (all UP)
JPM,2025-11-04,2025-12-04,0.010789104314313031,20,191.05643320532465,Strategy A (all UP)
PFE,2025-11-04,2025-12-04,0.06878290959596994,20,168.5792057694041,Strategy A (all UP)
MCD,2025-11-05,2025-12-05,0.019548811343311198,20,149.84818290613697,Strategy A (all UP)
UPS,2025-11-05,2025-12-05,0.03714681621750252,20,134.07468996864887,Strategy A (all UP)
V,2025-11-06,2025-12-08,-0.019402299162683156,20,120.66722097178399,Strategy A (all UP)
NKE,2023-01-05,2023-02-06,0.027852546342951732,20,2000.0,Strategy B (conf>=0.72)
PG,2023-01-19,2023-02-17,-0.04126134422909036,20,1600.0,Strategy B (conf>=0.72)
V,2023-01-27,2023-02-28,-0.04343748032042247,20,1280.0,Strategy B (conf>=0.72)
ACN,2023-03-23,2023-04-24,0.022786279753079612,20,1986.817393421844,Strategy B (conf>=0.72)
NKE,2023-04-06,2023-05-08,0.06572233515863408,20,1589.453914737475,Strategy B (conf>=0.72)
TSLA,2023-04-24,2023-05-23,0.16406062079266265,20,1677.9810458633074,Strategy B (conf>=0.72)
GOOGL,2023-04-26,2023-05-25,0.1911493232498537,20,1342.384836690646,Strategy B (conf>=0.72)
TXN,2023-04-26,2023-05-25,0.020756082622393545,20,1073.9078693525169,Strategy B (conf>=0.72)
NEE,2023-04-26,2023-05-25,-0.0027493853109307105,20,859.1262954820133,Strategy B (conf>=0.72)
LIN,2023-04-27,2023-05-26,-0.024274977226560464,20,572.7508636546755,Strategy B (conf>=0.72)
CMCSA,2023-04-27,2023-05-26,-0.020230698267140024,20,409.10775975333974,Strategy B (conf>=0.72)
V,2023-04-27,2023-05-26,-0.020215774584016605,20,306.83081981500476,Strategy B (conf>=0.72)
BAC,2023-05-01,2023-05-31,-0.02699668457373305,20,238.64619318944813,Strategy B (conf>=0.72)
UPS,2023-05-03,2023-06-02,-0.02488182819736002,20,190.9169545515585,Strategy B (conf>=0.72)
MCD,2023-05-04,2023-06-05,-0.0153034738310385,20,156.20478099672968,Strategy B (conf>=0.72)
HD,2023-05-23,2023-06-23,0.01619086935293675,20,520.9236005534315,Strategy B (conf>=0.72)
ACN,2023-06-22,2023-07-24,0.051435511989274665,20,2014.5492831277415,Strategy B (conf>=0.72)
PEP,2023-07-13,2023-08-11,-0.021547358923230696,20,1717.510987804764,Strategy B (conf>=0.72)
NFLX,2023-07-21,2023-08-21,-0.05457648064108456,20,1374.008790243811,Strategy B (conf>=0.72)
V,2023-07-26,2023-08-24,0.021262296849884798,20,1522.8407635816575,Strategy B (conf>=0.72)
TXN,2023-07-26,2023-08-24,-0.03254692068627178,20,1218.272610865326,Strategy B (conf>=0.72)
MA,2023-07-27,2023-08-25,0.005759567268795826,20,974.6180886922608,Strategy B (conf>=0.72)
HON,2023-07-27,2023-08-25,-0.05677347932961366,20,649.7453924615072,Strategy B (conf>=0.72)
LIN,2023-07-27,2023-08-25,-0.019698986709518567,20,464.1038517582195,Strategy B (conf>=0.72)
BAC,2023-07-31,2023-08-29,-0.09365079211350263,20,348.0778888186646,Strategy B (conf>=0.72)
UNH,2023-08-02,2023-08-31,-0.02193910296256386,20,270.72724685896134,Strategy B (conf>=0.72)
