horizon,epoch,train_loss,val_loss,val_f1,val_auc
T5,1,0.703891532421112,0.6899289053583902,0.5048393698915928,0.5607340000000001
T5,2,0.6850432839393615,0.7026736953901866,0.49185014120079057,0.5321659999999999
T5,3,0.6742460186481476,0.6928208962319389,0.527831698231992,0.5484260000000001
