horizon,epoch,train_loss,val_loss,val_f1,val_auc
T20,1,0.7006130497455597,0.691303761232467,0.5232234529709832,0.530626
T20,2,0.6933845751285553,0.6972998825330583,0.41603165560377686,0.5174019999999999
T20,3,0.6870313920974731,0.6955518977982658,0.4959131857358895,0.509254
