horizon,epoch,train_loss,val_loss,val_f1,val_auc
T10,1,0.7003467810153962,0.6982952167117407,0.4598410997124823,0.48246
T10,2,0.6928579046726226,0.6985333874112084,0.4998984642336475,0.507668
T10,3,0.6864606804847717,0.7073002438696604,0.48893816151754366,0.472952
