Date,Open,High,Low,Close,Volume
2015-12-16,10.965627712071935,11.050644497169989,10.753468497242393,11.020007133483887,29644000
2015-12-17,11.10042948331512,11.144086852920951,10.754235431734841,10.759596824645996,24378000
2015-12-18,10.740445906801337,10.869120036383125,10.611771777219552,10.73814868927002,51964000
2015-12-21,10.960265679636045,11.182381440348136,10.865291610797756,11.167062759399414,26627000
2015-12-22,11.27658881607381,11.27658881607381,10.934224469739526,11.113449096679688,21684000
2015-12-23,11.183914380141843,11.232933141906395,11.059069892468447,11.221444129943848,16170000
2015-12-24,11.213783220240613,11.28118409954435,11.160934795213423,11.206890106201172,7436000
2015-12-28,11.174722159420337,11.213018131561299,11.02383621909803,11.209188461303711,13873000
2015-12-29,11.258972808407588,11.395306295070831,11.106555875223167,11.330968856811523,22533000
2015-12-30,11.298035292537694,11.403731419553074,11.268164155696759,11.287312507629395,17396000
2015-12-31,11.226804851239738,11.297269180104887,11.114981104392319,11.117279052734375,19673000
2016-01-04,10.881375807061607,10.902821376080377,10.713640194720588,10.897459983825684,30970000
2016-01-05,10.963332899987059,10.975587410706174,10.509143933413206,10.53288745880127,38173000
2016-01-06,10.306941074215034,10.42106279341646,10.131546076189439,10.208904266357422,50824000
2016-01-07,10.057251356839192,10.245667077765846,9.81828587833654,9.884154319763184,50056000
2016-01-08,9.959215896678709,10.221924932257908,9.808329908262964,9.819052696228027,64641000
2016-01-11,9.918618862882724,9.9546168870035,9.606124926204222,9.806795120239258,38941000
2016-01-12,9.946192378022827,10.084823086762329,9.716417266636093,9.950787544250488,41112000
2016-01-13,9.784584525015738,9.95538433441808,9.426901457753267,9.444518089294434,48470000
2016-01-14,9.511918556682405,9.702632221891609,9.21321153280876,9.588510513305664,63942000
2016-01-15,9.207082801769504,9.481280775463947,9.137384699396176,9.188700675964355,75916000
2016-01-19,9.40239219427162,9.558638812451644,9.115173469420045,9.19636058807373,54773000
2016-01-20,9.02479337422603,9.61837832091774,8.974242901054753,9.484343528747559,103988000
2016-01-21,9.558637487263864,9.65054810925688,9.44757997554421,9.537958145141602,48475000
2016-01-22,9.687310781779042,9.687310781779042,9.514980024067565,9.536425590515137,58428000
2016-01-25,9.53030190644747,9.572427561034079,9.497367317051303,9.534897804260254,61359000
2016-01-26,9.573953919567666,9.689607300446475,9.497361996037238,9.527233123779297,119134000
2016-01-27,9.470558086247445,9.605359856558314,9.197891831873804,9.370988845825195,58156000
2016-01-28,9.416180462201252,9.692676461248029,9.34418439143904,9.678890228271484,49969000
2016-01-29,9.91402710441452,10.289326155743064,9.812159885140696,10.241073608398438,259449000
2016-02-01,10.21273057831724,10.622496529325215,10.183625668802323,10.545138359069824,45619000
2016-02-02,10.340643532951853,10.538249632925295,10.08712480846572,10.205076217651367,59005000
2016-02-03,10.512203390613658,10.539775844747233,9.979125474465262,10.061078071594238,56234000
2016-02-04,10.064144538210034,10.513737507358222,9.995211926304451,10.425657272338867,60833000
2016-02-05,10.493058975923402,10.493058975923402,9.725610529266733,9.831307411193848,70953000
2016-02-08,9.726370485992712,9.726370485992712,9.131253247645434,9.333455085754395,91242000
2016-02-09,9.177979020271264,9.629103732086906,9.096791896671464,9.168787956237793,63400000
2016-02-10,9.38171359640308,9.47209179276424,9.087601710234496,9.129727363586426,45473000
2016-02-11,8.922928196516585,9.01024293530847,8.750597397871541,8.90837574005127,66673000
2016-02-12,9.01943234443926,9.369456000844313,8.863951248848418,9.318140029907227,39965000
2016-02-16,9.44145289480555,9.711055696986541,9.41694388116861,9.668930053710938,38521000
2016-02-17,9.727138733868218,10.019718793340198,9.706459392992755,10.00899600982666,32742000
2016-02-18,10.091715771919677,10.109332401130148,9.656675312176162,9.732501029968262,39202000
2016-02-19,9.73096992368872,9.86423924270722,9.573957085914518,9.855048179626465,31118000
2016-02-22,9.95691595277969,10.143033712809416,9.917854480223884,10.005934715270996,24204000
2016-02-23,9.96917076795835,9.995212237421264,9.80832824531718,9.815987586975098,22352000
2016-02-24,9.689609627734182,10.052654030031155,9.605359075962863,9.982955932617188,25680000
2016-02-25,10.01665564376357,10.147626997792273,9.856579382076296,10.146095275878906,25652000
2016-02-26,10.278600151072531,10.337575468261452,10.12924665768322,10.195115089416504,27142000
2016-02-29,10.212732106489877,10.563522064735158,10.179032025899094,10.260985374450684,35911000
2016-03-01,10.36821286047268,10.618668063786169,10.310769261148758,10.602583885192871,44906000
2016-03-02,10.558160741611374,10.588031882016878,10.343704287419024,10.49075984954834,43834000
2016-03-03,10.550499881644342,10.634751167207629,10.286259205381999,10.518331527709961,59437000
2016-03-04,11.182383173413088,11.324843568314368,10.854570508567598,11.186978340148926,72399000
2016-03-07,11.087404425662045,11.199994363329058,10.766485741575304,10.99166488647461,41363000
2016-03-08,10.89822499990412,10.938818185200757,10.6776409852978,10.694491386413574,33216000
2016-03-09,10.780277273308998,10.91661078899105,10.758831699469477,10.872953414916992,31152000
2016-03-10,10.987838532405766,11.167063161612571,10.876014787018129,11.06136703491211,54546000
2016-03-11,11.181615416729091,11.490279685176471,11.163233291431519,11.398369789123535,55822000
2016-03-14,11.26739951033118,11.426709573912605,11.258973942670892,11.346288681030273,28444000
2016-03-15,11.373861859927974,11.487217336155691,11.188509597682323,11.371563911437988,30891000
2016-03-16,11.331605815991509,11.470695592599718,11.28473029235937,11.421514511108398,34906000
2016-03-17,11.32468712592504,11.658963620202845,11.32468712592504,11.645899772644043,44708000
2016-03-18,11.675870480019995,11.7573264249612,11.59364577165093,11.718134880065918,70568000
2016-03-21,11.725818429811751,11.757325268744442,11.590571043828561,11.748871803283691,28207000
2016-03-22,11.711221297538238,11.957894739435398,11.645902775754209,11.892576217651367,33945000
2016-03-23,11.897182809651644,11.93560485138838,11.706606463281139,11.756555557250977,27577000
2016-03-24,11.662040409688776,11.779614337142764,11.612860059489115,11.757328987121582,25651000
2016-03-28,11.77884080267611,11.795746999243201,11.685857820837299,11.765008926391602,17224000
2016-03-29,11.778073764251767,11.905637188336547,11.694312998140763,11.844161033630371,26765000
2016-03-30,11.911017773419305,12.086224762226504,11.87566930997425,12.05932903289795,26794000
2016-03-31,12.066244814857038,12.093141276686989,11.86875248168403,11.872594833374023,24968000
2016-04-01,11.837247576053617,12.135406915599786,11.615933079573251,12.126185417175293,25671000
2016-04-04,12.14155265575322,12.166911588675392,11.961734567890469,11.988630294799805,17760000
2016-04-05,11.868751758126644,12.068549636704054,11.868751758126644,11.913322448730469,56915000
2016-04-06,11.88796295003282,12.123878041650215,11.8118861536757,12.106203079223633,28149000
2016-04-07,12.101596281483934,12.137713514722668,11.887197707215096,11.908714294433594,22975000
2016-04-08,12.009379909519362,12.057023458755925,11.883353264312177,11.9993896484375,18526000
2016-04-11,12.097754792359199,12.126187322804881,11.95712820178025,11.95789623260498,18568000
2016-04-12,11.988631239852383,12.016295732362863,11.757327237345025,11.944061279296875,16537000
2016-04-13,12.023982180661957,12.268350067832735,11.957894894438699,12.25528621673584,21730000
2016-04-14,12.086990941273198,12.226849436730772,11.98786077927151,12.204564094543457,27549000
2016-04-15,12.151542814867252,12.167680251851856,11.87413133228762,11.948671340942383,27685000
2016-04-18,11.93791369603368,12.018601618179417,11.819571752218314,11.980178833007812,15297000
2016-04-19,12.022445083860358,12.047035258250405,11.587500786326622,11.609017372131348,24560000
2016-04-20,11.63898535311093,11.84185683346267,11.557529402147086,11.775001525878906,19435000
2016-04-21,11.74964223286809,11.778843518738602,11.561371401632329,11.630532264709473,16117000
2016-04-22,11.557527964132385,11.752714716766139,11.4291965107641,11.552148818969727,25699000
2016-04-25,11.546000124019155,11.592876366219354,11.43226931996052,11.45762825012207,10870000
2016-04-26,11.641290648690456,11.842625330394828,11.52986464998971,11.585193634033203,26309000
2016-04-27,11.312389868412014,11.784988747674108,11.257829660678446,11.64436149597168,38930000
2016-04-28,11.55676009585578,11.83570910109119,11.321613751556916,11.372331619262695,25520000
2016-04-29,11.24322846593295,11.356959989796358,11.00808218284184,11.2001953125,35067000
2016-05-02,11.231706190585673,11.283192094019716,11.10414274515419,11.225558280944824,19525000
2016-05-03,11.150247393979507,11.218639481857691,10.93738569561205,11.004240989685059,23986000
2016-05-04,10.95122230432487,11.097996792688791,10.855933725074875,10.917409896850586,20888000
